record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,player_name,player_country,kd,rating,team_id,map_id,match_type_id,map_type,active_duty,best_of,match_date,date_year,date_month,date_quarter,date_day_of_week
124,131,Royal Bandits,Rifler,Inferno,Group Stage,13,7,9,27.33,226.2,0.87,28.96,0.87,Win,No,mini,Turkey,1.11,1.1,4,2,5,Bomb Defusal,1,1,15/10/2022,2022,10,4,Saturday
125,188,RONIN,AWPer,Nuke,Semi-Final,18,4,9,66.42,205.43,0.04,63.81,1,Win,Yes,REOVA,Turkey,1.14,1.08,1,4,3,Bomb Defusal,1,3,13/09/2022,2022,9,3,Tuesday
126,363,ATK,IGL,Overpass,Qualifier,13,14,11,36.78,267.57,0.69,40.49,0.98,Win,No,Domsterr,South Africa,1.1,1.05,3,5,4,Bomb Defusal,0,1,10/08/2023,2023,8,3,Thursday
127,285,Signature,Entry Fragger,Dust2,Final,13,5,11,40.5,213.72,0.41,36.15,0.97,Win,No,j9,Thailand,1.05,1.06,2,3,2,Bomb Defusal,1,5,25/02/2022,2022,2,1,Friday
128,354,Lynn Vision,Rifler,Nuke,Qualifier,16,6,9,35.53,217.35,0.16,45.16,0.91,Win,No,Westmelon,China,1.05,1.05,6,4,4,Bomb Defusal,1,1,19/05/2024,2024,5,2,Sunday
129,406,Luminosity,Rifler,Inferno,Final,14,12,10,58.86,286.94,0.76,51.83,1,Win,No,fnx,Brazil,1.08,1.04,3,2,2,Bomb Defusal,1,5,03/09/2023,2023,9,3,Sunday
130,473,Outlaws,Entry Fragger,Dust2,Playoff,13,6,11,54.82,282.22,0.49,43.51,0.84,Loss,No,NK4Y,Bulgaria,1.05,1.03,4,3,1,Bomb Defusal,1,3,24/06/2023,2023,6,2,Saturday
131,477,Lyngby Vikings,Entry Fragger,Dust2,Playoff,20,6,15,53.69,222.94,0.13,56.55,1,Win,No,WolfY,United States,1.08,1.03,6,3,1,Bomb Defusal,1,3,27/11/2022,2022,11,4,Sunday
132,248,INTZ,Entry Fragger,Overpass,Playoff,19,10,13,47.24,155.93,0.58,52.82,1,Win,No,xand,Brazil,1.1,1.07,5,5,1,Bomb Defusal,0,3,06/03/2023,2023,3,1,Monday
133,254,ALTERNATE aTTaX,Rifler,Nuke,Playoff,14,9,14,63.67,225.77,0.93,45.53,0.95,Win,No,Krimbo,Germany,1.11,1.07,1,4,1,Bomb Defusal,1,3,28/05/2023,2023,5,2,Sunday
134,436,Evil Geniuses,Entry Fragger,Mirage,Qualifier,17,8,13,41.89,235.45,0.14,48.55,1,Win,No,oBo,United States,1.06,1.04,4,1,4,Bomb Defusal,1,1,11/05/2023,2023,5,2,Thursday
135,384,PACT,Entry Fragger,Overpass,Group Stage,18,8,4,45.85,215.96,0.95,53.42,0.84,Win,No,Sobol,Poland,1.07,1.05,2,5,5,Bomb Defusal,0,1,20/11/2023,2023,11,4,Monday
136,112,Singularity,IGL,Dust2,Qualifier,8,5,7,46.71,244.88,0.32,34.16,0.82,Win,No,zEptonL,Denmark,1.12,1.1,1,3,4,Bomb Defusal,1,1,13/08/2023,2023,8,3,Sunday
137,232,Keyd,Rifler,Overpass,Qualifier,15,11,12,51.75,236.78,0.8,46.88,1,Win,No,cqntrl,Brazil,1.1,1.07,4,5,4,Bomb Defusal,0,1,16/03/2022,2022,3,1,Wednesday
138,208,Bren,Entry Fragger,Nuke,Playoff,10,5,12,67.08,220.01,0.05,46.04,0.96,Win,No,Papichulo,Philippines,1.11,1.08,6,4,1,Bomb Defusal,1,3,25/07/2022,2022,7,3,Monday
139,456,Third Impact,Rifler,Dust2,Playoff,12,2,7,39.74,210.89,0.36,35.27,0.93,Win,No,tconnors,United States,1.07,1.03,2,3,1,Bomb Defusal,1,3,09/01/2022,2022,1,1,Sunday
140,434,Corvidae,Rifler,Inferno,Playoff,13,11,12,41.09,226.1,0.64,39.15,0.86,Win,No,IyeN,Australia,1.04,1.04,1,2,1,Bomb Defusal,1,3,08/03/2024,2024,3,1,Friday
141,60,Fiend,Rifler,Nuke,Qualifier,6,7,13,47.61,229.01,0.21,27.7,0.74,Win,No,dream3r,Bulgaria,1.22,1.12,2,4,4,Bomb Defusal,1,1,14/06/2023,2023,6,2,Wednesday
142,94,Heretics,Rifler,Inferno,Qualifier,20,10,15,61.83,203.68,0.11,64.81,1,Win,Yes,jeyN,France,1.16,1.11,2,2,4,Bomb Defusal,1,1,20/08/2023,2023,8,3,Sunday
143,87,Lucid Dream,Rifler,Nuke,Group Stage,15,4,6,24.5,214.27,0.53,34.95,0.84,Win,No,PTC,Thailand,1.18,1.11,3,4,5,Bomb Defusal,1,1,11/07/2022,2022,7,3,Monday
144,422,Triumph,Rifler,Overpass,Final,15,6,6,45.12,223.06,0.35,49.06,1,Win,No,Bwills,United States,1.06,1.04,3,5,2,Bomb Defusal,0,5,15/04/2023,2023,4,2,Saturday
145,434,Corvidae,Entry Fragger,Inferno,Playoff,13,10,4,44.17,170.7,0.75,46.59,0.9,Win,No,IyeN,Australia,1.04,1.04,1,2,1,Bomb Defusal,1,3,17/06/2024,2024,6,2,Monday
146,412,WePlayGames,AWPer,Overpass,Semi-Final,8,6,13,44.67,267.42,0.26,28.73,0.69,Win,No,mawth,Brazil,1.06,1.04,3,5,3,Bomb Defusal,0,3,24/05/2022,2022,5,2,Tuesday
147,379,TeamOne,Rifler,Dust2,Group Stage,13,6,11,32.14,225.54,0.5,32.07,0.77,Win,No,malbsMd,Guatemala,1.03,1.05,5,3,5,Bomb Defusal,1,1,15/09/2023,2023,9,3,Friday
148,190,forZe,AWPer,Nuke,Playoff,12,6,14,46.8,172.06,0.44,35,0.9,Win,No,FL1T,Russia,1.13,1.08,2,4,1,Bomb Defusal,1,3,25/02/2023,2023,2,1,Saturday
149,244,CLG Red,Entry Fragger,Mirage,Qualifier,16,14,12,56.87,230.67,0.5,57.44,1,Win,No,di^,United States,1.12,1.07,6,1,4,Bomb Defusal,1,1,14/03/2022,2022,3,1,Monday
150,79,Rooster,Rifler,Dust2,Final,12,6,10,43.34,209.25,0.4,37.67,0.81,Win,No,chelleos,New Zealand,1.13,1.12,2,3,2,Bomb Defusal,1,5,03/05/2024,2024,5,2,Friday
151,83,Signature,IGL,Inferno,Group Stage,13,11,15,32.79,220.98,0.04,37.99,0.84,Win,No,CigaretteS,Thailand,1.15,1.11,6,2,5,Bomb Defusal,1,1,28/12/2023,2023,12,4,Thursday
152,354,Lynn Vision,Entry Fragger,Mirage,Final,24,13,11,50.49,246.61,0.21,73.15,1,Win,Yes,Westmelon,China,1.05,1.05,6,1,2,Bomb Defusal,1,5,24/02/2024,2024,2,1,Saturday
153,385,NASR,IGL,Nuke,Playoff,8,12,9,47.78,205.38,0,42.89,1,Win,No,k1tkat,United Arab Emirates,1.05,1.05,2,4,1,Bomb Defusal,1,3,25/05/2023,2023,5,2,Thursday
154,337,HAVU,Entry Fragger,Dust2,Playoff,11,2,7,24.53,239.99,0.42,25.07,0.8,Win,No,Aerial,Finland,1.08,1.05,3,3,1,Bomb Defusal,1,3,04/08/2022,2022,8,3,Thursday
155,38,Rooster,AWPer,Mirage,Playoff,13,11,10,48.84,202.92,0.58,45.62,1,Win,No,ju1ces,Australia,1.2,1.14,4,1,1,Bomb Defusal,1,3,25/08/2023,2023,8,3,Friday
156,278,Energy,IGL,Mirage,Qualifier,12,14,13,32.98,181.03,0.98,31.69,0.69,Win,No,flexeeee,South Africa,1.09,1.06,5,1,4,Bomb Defusal,1,1,15/05/2023,2023,5,2,Monday
157,297,KOVA,IGL,Overpass,Group Stage,18,7,14,32.86,209.29,0.7,38.43,0.9,Win,No,Derkeps,Finland,1.04,1.06,3,5,5,Bomb Defusal,0,1,22/09/2023,2023,9,3,Friday
158,492,pro100,IGL,Inferno,Final,26,9,8,55.56,231.3,0.8,72.78,1,Win,Yes,AiyvaN,Ukraine,1.05,1.03,5,2,2,Bomb Defusal,1,5,12/12/2023,2023,12,4,Tuesday
159,329,BIG,Rifler,Overpass,Group Stage,12,5,10,36.77,179.42,0.62,31.19,0.93,Loss,No,tabseN,Germany,1.05,1.05,1,5,5,Bomb Defusal,0,1,11/02/2023,2023,2,1,Saturday
160,472,TYLOO,Rifler,Nuke,Qualifier,14,8,12,38.05,209.21,0.75,35.52,0.72,Win,No,captainMo,China,1.05,1.03,2,4,4,Bomb Defusal,1,1,06/05/2022,2022,5,2,Friday
161,297,KOVA,Rifler,Overpass,Qualifier,9,7,9,39.86,271.05,0.35,32.43,0.67,Win,No,Derkeps,Finland,1.04,1.06,2,5,4,Bomb Defusal,0,1,15/06/2023,2023,6,2,Thursday
162,321,SKADE,AWPer,Mirage,Final,11,6,17,39.8,225.92,0.62,24.7,0.67,Win,No,Rainwaker,Bulgaria,1.1,1.05,5,1,2,Bomb Defusal,1,5,06/03/2022,2022,3,1,Sunday
163,222,eUnited,Rifler,Mirage,Final,17,6,8,43.28,228.3,0.59,47.74,1,Win,No,dapr,United States,1.1,1.07,1,1,2,Bomb Defusal,1,5,19/07/2023,2023,7,3,Wednesday
164,298,ChocoCheck,AWPer,Nuke,Group Stage,14,9,5,54.36,216.06,0.26,56.58,1,Win,No,XotiC,United States,1.1,1.06,5,4,5,Bomb Defusal,1,1,11/04/2022,2022,4,2,Monday
165,345,Renewal,Rifler,Dust2,Semi-Final,14,6,7,38.73,199.28,0.27,43.66,1,Win,No,nin9,Mongolia,1.1,1.05,3,3,3,Bomb Defusal,1,3,25/01/2022,2022,1,1,Tuesday
166,95,Corvidae,Entry Fragger,Inferno,Qualifier,16,12,9,42.59,252.19,0.27,53.59,1,Loss,No,m1tch,Australia,1.14,1.11,1,2,4,Bomb Defusal,1,1,03/07/2022,2022,7,3,Sunday
167,117,Ghost,Rifler,Overpass,Final,13,10,13,41.9,218.64,0.3,40.95,0.84,Win,No,WARDELL,Canada,1.17,1.1,4,5,2,Bomb Defusal,0,5,02/09/2022,2022,9,3,Friday
168,327,AVEZ,Entry Fragger,Mirage,Group Stage,15,6,4,45.03,243.71,0.81,46.41,1,Win,No,KEi,Poland,1.05,1.05,6,1,5,Bomb Defusal,1,1,06/02/2024,2024,2,1,Tuesday
169,116,ORDER,Rifler,Overpass,Playoff,17,9,8,50.66,220.27,0.88,51.53,0.99,Win,No,Vexite,Australia,1.12,1.1,2,5,1,Bomb Defusal,0,3,26/09/2022,2022,9,3,Monday
170,192,VG.CyberZen,IGL,Nuke,Semi-Final,16,10,12,38.19,223.36,0.16,47.49,1,Win,No,Savage,China,1.14,1.08,4,4,3,Bomb Defusal,1,3,24/03/2024,2024,3,1,Sunday
171,287,Chiefs,IGL,Nuke,Group Stage,8,5,10,33.98,203.06,0.22,25.79,0.77,Win,No,tucks,Australia,1.11,1.06,2,4,5,Bomb Defusal,1,1,14/03/2024,2024,3,1,Thursday
172,168,TYLOO,AWPer,Overpass,Group Stage,16,10,11,48.56,193.14,0.69,48.38,0.94,Win,No,Attacker,China,1.13,1.09,1,5,5,Bomb Defusal,0,1,30/12/2022,2022,12,4,Friday
173,388,Swole Patrol,Rifler,Mirage,Semi-Final,11,6,10,56.71,249.91,0.25,43.86,1,Win,No,Zellsis,United States,1.07,1.05,3,1,3,Bomb Defusal,1,3,05/12/2022,2022,12,4,Monday
174,105,Entity,Rifler,Overpass,Group Stage,15,10,9,46.06,201.8,0.38,50.23,1,Win,No,DeathMakeR,India,1.13,1.11,4,5,5,Bomb Defusal,0,1,06/04/2024,2024,4,2,Saturday
175,62,Legacy,Rifler,Inferno,Group Stage,19,7,10,55.32,249.04,0.01,62.56,1,Win,Yes,mattcd,Australia,1.21,1.12,2,2,5,Bomb Defusal,1,1,03/04/2023,2023,4,2,Monday
176,472,TYLOO,IGL,Mirage,Qualifier,15,11,11,35.9,206.71,0.89,39.05,0.84,Win,No,captainMo,China,1.05,1.03,1,1,4,Bomb Defusal,1,1,31/01/2022,2022,1,1,Monday
177,347,Invictus,Rifler,Overpass,Semi-Final,18,9,7,51.81,215.3,0.51,58.8,1,Win,No,bottle,China,1.06,1.05,3,5,3,Bomb Defusal,0,3,17/08/2022,2022,8,3,Wednesday
178,394,Durany,AWPer,Mirage,Playoff,19,9,7,57.15,245.45,0.81,60.48,0.98,Win,Yes,christo,Argentina,1.06,1.05,6,1,1,Bomb Defusal,1,3,03/05/2022,2022,5,2,Tuesday
179,240,MIBR,AWPer,Inferno,Final,18,5,7,42.34,234.75,0.56,49.57,1,Win,No,shz,Brazil,1.12,1.07,6,2,2,Bomb Defusal,1,5,06/06/2024,2024,6,2,Thursday
180,347,Invictus,AWPer,Nuke,Playoff,13,9,12,42.89,189.5,0.02,44.24,0.92,Win,No,bottle,China,1.06,1.05,5,4,1,Bomb Defusal,1,3,04/06/2022,2022,6,2,Saturday
181,451,Infinity,Entry Fragger,Mirage,Final,13,5,11,53.57,280.6,0.62,40.58,0.93,Win,No,points,Colombia,1.05,1.04,5,1,2,Bomb Defusal,1,5,28/08/2023,2023,8,3,Monday
182,56,G2,Entry Fragger,Overpass,Final,18,14,12,53.36,236.75,0.17,62.98,1,Win,Yes,huNter-,Bosnia and Herzegovina,1.16,1.13,4,5,2,Bomb Defusal,0,5,18/04/2023,2023,4,2,Tuesday
183,109,Paradox,AWPer,Inferno,Semi-Final,15,9,14,57.43,245.62,0.84,45.32,0.86,Win,No,ekul,Australia,1.13,1.1,1,2,3,Bomb Defusal,1,3,28/04/2022,2022,4,2,Thursday
184,267,Checkmate,AWPer,Inferno,Group Stage,14,7,9,69.5,247.95,0.88,51.95,1,Win,No,bLitz,Mongolia,1.06,1.06,1,2,5,Bomb Defusal,1,1,13/10/2022,2022,10,4,Thursday
185,230,Sharks,Rifler,Dust2,Playoff,17,11,14,40.87,214.11,0.98,41.64,0.95,Loss,No,pancc,Brazil,1.09,1.07,6,3,1,Bomb Defusal,1,3,23/05/2024,2024,5,2,Thursday
186,357,New4,AWPer,Overpass,Group Stage,23,5,5,47.47,168.93,0.8,61.73,1,Win,Yes,Mr.six,China,1.04,1.05,2,5,5,Bomb Defusal,0,1,20/12/2022,2022,12,4,Tuesday
187,354,Lynn Vision,AWPer,Dust2,Playoff,13,5,7,41.7,192.2,0.86,36.25,0.67,Win,No,Westmelon,China,1.05,1.05,4,3,1,Bomb Defusal,1,3,02/01/2023,2023,1,1,Monday
188,276,Chaos,IGL,Mirage,Group Stage,16,7,10,43.8,184.42,0.73,43.6,0.7,Win,No,leaf,United States,1.08,1.06,3,1,5,Bomb Defusal,1,1,22/03/2024,2024,3,1,Friday
189,38,Rooster,Rifler,Overpass,Final,16,14,14,40.79,161.07,0.76,44.79,0.92,Win,No,ju1ces,Australia,1.2,1.14,6,5,2,Bomb Defusal,0,5,21/05/2023,2023,5,2,Sunday
190,81,Liquid,Rifler,Inferno,Semi-Final,24,9,7,42.6,201.76,0.83,63,1,Win,Yes,Twistzz,Canada,1.18,1.11,4,2,3,Bomb Defusal,1,3,25/03/2022,2022,3,1,Friday
191,53,OG,AWPer,Overpass,Playoff,10,8,7,49.28,256.87,0.75,38.14,0.87,Win,No,mantuu,Poland,1.21,1.13,2,5,1,Bomb Defusal,0,3,24/02/2024,2024,2,1,Saturday
192,19,TYLOO,IGL,Inferno,Qualifier,13,5,15,35.53,267.73,0.15,32.27,0.8,Win,No,DANK1NG,China,1.24,1.16,5,2,4,Bomb Defusal,1,1,18/01/2023,2023,1,1,Wednesday
193,455,Freedom 35,Rifler,Nuke,Final,15,7,8,51.15,226.46,0.51,49.48,0.93,Win,No,4sh0t,United States,1.08,1.03,1,4,2,Bomb Defusal,1,5,09/08/2023,2023,8,3,Wednesday
194,181,Ground Zero,Entry Fragger,Inferno,Final,14,4,12,45.01,174.48,0.17,40.8,0.98,Win,No,2D,Australia,1.15,1.08,5,2,2,Bomb Defusal,1,5,24/04/2024,2024,4,2,Wednesday
195,401,Izako Boars,Rifler,Mirage,Playoff,14,9,10,39.38,183.86,0.03,46.39,0.97,Win,No,STOMP,Poland,1.1,1.04,5,1,1,Bomb Defusal,1,3,09/09/2023,2023,9,3,Saturday
196,413,GamerLegion,Entry Fragger,Dust2,Playoff,22,10,12,47.02,187.35,0.08,64.71,1,Win,Yes,iM,Romania,1.04,1.04,4,3,1,Bomb Defusal,1,3,03/11/2023,2023,11,4,Friday
197,32,G2,Rifler,Inferno,Semi-Final,14,7,6,45.68,130.27,0.25,49.34,1,Win,No,NiKo,Bosnia and Herzegovina,1.19,1.15,6,2,3,Bomb Defusal,1,3,14/07/2023,2023,7,3,Friday
198,29,mouz NXT,Entry Fragger,Mirage,Qualifier,18,5,7,42.02,168.78,0.88,46.21,0.81,Win,No,torzsi,Hungary,1.23,1.16,2,1,4,Bomb Defusal,1,1,24/02/2022,2022,2,1,Thursday
199,227,DETONA,Rifler,Inferno,Playoff,13,6,12,44.5,164.48,0.3,39.25,0.76,Win,No,NikoM,Argentina,1.11,1.07,1,2,1,Bomb Defusal,1,3,26/12/2022,2022,12,4,Monday
200,298,ChocoCheck,IGL,Inferno,Semi-Final,10,12,5,60.9,189.16,0.98,47.65,0.97,Win,No,XotiC,United States,1.1,1.06,4,2,3,Bomb Defusal,1,3,23/02/2022,2022,2,1,Wednesday
201,176,AVANT,Entry Fragger,Nuke,Semi-Final,11,6,11,44.47,233.52,0.35,35.73,0.82,Win,No,HaZR,Australia,1.1,1.08,3,4,3,Bomb Defusal,1,3,17/03/2022,2022,3,1,Thursday
202,227,DETONA,Entry Fragger,Nuke,Final,11,10,5,60.1,257.01,0.22,54.85,1,Win,No,NikoM,Argentina,1.11,1.07,2,4,2,Bomb Defusal,1,5,03/03/2024,2024,3,1,Sunday
203,399,ViCi,Entry Fragger,Mirage,Playoff,14,9,10,48.63,190.53,0.97,41.61,1,Loss,No,aumaN,China,1.08,1.04,1,1,1,Bomb Defusal,1,3,10/04/2022,2022,4,2,Sunday
204,462,Renegades,Entry Fragger,Overpass,Group Stage,8,7,11,48.99,206.04,0.35,33,0.8,Win,No,jkaem,Norway,1.04,1.03,5,5,5,Bomb Defusal,0,1,14/02/2023,2023,2,1,Tuesday
205,54,G2,Entry Fragger,Nuke,Playoff,14,6,9,46.22,250.54,0.23,45.81,1,Win,No,kennyS,France,1.21,1.13,6,4,1,Bomb Defusal,1,3,28/03/2023,2023,3,1,Tuesday
206,157,Envy,Rifler,Mirage,Playoff,24,16,9,45.15,239.64,0.48,72.78,1,Win,Yes,ScreaM,Belgium,1.13,1.09,4,1,1,Bomb Defusal,1,3,16/01/2022,2022,1,1,Sunday
207,45,Sinners,IGL,Nuke,Semi-Final,15,4,9,55.46,184.64,0.81,44.63,0.93,Win,No,oskar,Czech Republic,1.2,1.13,6,4,3,Bomb Defusal,1,3,10/06/2023,2023,6,2,Saturday
208,98,BLINK,Rifler,Overpass,Group Stage,19,7,11,49.64,233.52,0.42,54.62,0.86,Win,No,gxx-,Albania,1.2,1.11,5,5,5,Bomb Defusal,0,1,16/10/2022,2022,10,4,Sunday
209,112,Singularity,AWPer,Overpass,Group Stage,10,6,12,41.13,201.63,0.02,34.36,0.81,Win,No,zEptonL,Denmark,1.12,1.1,1,5,5,Bomb Defusal,0,1,28/07/2023,2023,7,3,Friday
210,451,Infinity,Rifler,Nuke,Semi-Final,14,3,11,40.94,199.7,0.04,40.07,1,Win,No,points,Colombia,1.05,1.04,4,4,3,Bomb Defusal,1,3,05/02/2023,2023,2,1,Sunday
211,275,Mythic,Entry Fragger,Nuke,Semi-Final,16,8,9,40.27,239.65,0.23,48.84,0.98,Win,No,Keiti,United States,1.06,1.06,1,4,3,Bomb Defusal,1,3,09/08/2023,2023,8,3,Wednesday
212,315,Signature,Entry Fragger,Mirage,Playoff,13,4,9,37.83,240.19,0.16,38.31,0.65,Win,No,TOR,Thailand,1.09,1.06,2,1,1,Bomb Defusal,1,3,17/02/2023,2023,2,1,Friday
213,477,Lyngby Vikings,Entry Fragger,Mirage,Group Stage,16,7,12,34.46,243.28,0.89,35.33,0.82,Win,No,WolfY,United States,1.08,1.03,2,1,5,Bomb Defusal,1,1,08/06/2022,2022,6,2,Wednesday
214,385,NASR,Rifler,Dust2,Qualifier,12,10,12,49.88,207.71,0.47,42.24,0.99,Win,No,k1tkat,United Arab Emirates,1.05,1.05,5,3,4,Bomb Defusal,1,1,14/06/2023,2023,6,2,Wednesday
215,135,Tengri,Entry Fragger,Nuke,Final,16,10,13,37.38,199.69,0.77,39.99,0.96,Win,No,SNk,Kyrgyzstan,1.13,1.09,5,4,2,Bomb Defusal,1,5,25/02/2022,2022,2,1,Friday
216,56,G2,AWPer,Mirage,Playoff,9,13,7,41.83,195.75,0.06,44.31,1,Win,No,huNter-,Bosnia and Herzegovina,1.16,1.13,5,1,1,Bomb Defusal,1,3,05/06/2024,2024,6,2,Wednesday
217,371,iNTACT,Rifler,Dust2,Playoff,10,8,5,45.61,211.82,0.43,41.51,0.79,Win,No,Swahn,United States,1.09,1.05,1,3,1,Bomb Defusal,1,3,28/10/2022,2022,10,4,Friday
218,339,fnatic,AWPer,Inferno,Group Stage,12,7,11,46.52,214.82,0.14,41.86,1,Loss,No,KRIMZ,Sweden,1.11,1.05,4,2,5,Bomb Defusal,1,1,07/11/2022,2022,11,4,Monday
219,374,Rogue,Entry Fragger,Inferno,Semi-Final,18,8,8,54.49,263.09,0.59,57.35,1,Win,No,SicK,United States,1.07,1.05,4,2,3,Bomb Defusal,1,3,23/12/2023,2023,12,4,Saturday
220,271,Bravos,Rifler,Inferno,Final,16,6,12,35.04,192.51,0.25,41.02,1,Win,No,JOTA,Brazil,1.11,1.06,4,2,2,Bomb Defusal,1,5,15/02/2024,2024,2,1,Thursday
221,100,NASR,IGL,Dust2,Qualifier,16,6,8,56.35,145.37,0.87,49.47,0.94,Win,No,havoK,India,1.14,1.11,2,3,4,Bomb Defusal,1,1,09/09/2022,2022,9,3,Friday
222,351,Tengri,Rifler,Nuke,Final,13,9,14,53.12,242.35,0.19,45.66,1,Win,No,Ramz1kBO$$,Kazakhstan,1.07,1.05,6,4,2,Bomb Defusal,1,5,18/03/2024,2024,3,1,Monday
223,395,Spirit Academy,IGL,Overpass,Qualifier,14,7,5,46.57,192.88,0.54,47.88,1,Win,No,rommi,Russia,1.06,1.05,5,5,4,Bomb Defusal,0,1,07/12/2022,2022,12,4,Wednesday
224,203,Complexity,Rifler,Overpass,Semi-Final,19,12,12,34.84,241.18,0.02,55.22,1,Win,No,ShahZaM,United States,1.13,1.08,1,5,3,Bomb Defusal,0,3,14/03/2022,2022,3,1,Monday
225,194,Binary Dragons,Rifler,Nuke,Qualifier,13,10,9,45.63,156.14,0.16,48.21,0.78,Loss,No,DJOXiC,Serbia,1.15,1.08,2,4,4,Bomb Defusal,1,1,18/12/2023,2023,12,4,Monday
226,99,forZe,AWPer,Overpass,Final,14,11,10,39.51,166.1,0.34,45.35,1,Win,No,zorte,Russia,1.19,1.11,6,5,2,Bomb Defusal,0,5,21/05/2023,2023,5,2,Sunday
227,389,5POWER,AWPer,Mirage,Final,10,7,8,38.47,222.34,0.57,32.53,0.8,Win,No,kabal,Mongolia,1.08,1.05,5,1,2,Bomb Defusal,1,5,23/02/2023,2023,2,1,Thursday
228,220,EXTREMUM,Rifler,Mirage,Playoff,12,8,10,51.43,234.74,0.28,44.92,1,Win,No,Liazz,Australia,1.14,1.07,2,1,1,Bomb Defusal,1,3,20/02/2024,2024,2,1,Tuesday
229,23,Astralis,IGL,Inferno,Semi-Final,23,9,10,40.28,245.33,0.13,63.84,1,Win,Yes,device,Denmark,1.25,1.16,6,2,3,Bomb Defusal,1,3,03/07/2023,2023,7,3,Monday
230,487,Astralis,Rifler,Overpass,Playoff,14,9,13,38.34,233.33,0.78,35.37,0.96,Win,No,Xyp9x,Denmark,1.09,1.03,1,5,1,Bomb Defusal,0,3,30/12/2023,2023,12,4,Saturday
231,469,Spirit Academy,IGL,Inferno,Final,16,7,11,32.64,223.97,0.67,37.62,0.87,Win,No,Patsi,Russia,1.04,1.03,1,2,2,Bomb Defusal,1,5,04/06/2024,2024,6,2,Tuesday
232,297,KOVA,Rifler,Mirage,Playoff,10,6,14,38.56,198.17,0.07,30.58,0.81,Loss,No,Derkeps,Finland,1.04,1.06,6,1,1,Bomb Defusal,1,3,22/10/2022,2022,10,4,Saturday
233,478,Ghost,AWPer,Dust2,Qualifier,16,5,7,41.71,223.96,0.95,41.36,0.86,Win,No,Subroza,Canada,1.03,1.03,1,3,4,Bomb Defusal,1,1,30/11/2023,2023,11,4,Thursday
234,248,INTZ,Rifler,Overpass,Final,8,8,9,51.57,254.61,0.41,36.68,1,Win,No,xand,Brazil,1.1,1.07,5,5,2,Bomb Defusal,0,5,27/12/2022,2022,12,4,Tuesday
235,155,Paradox,Entry Fragger,Inferno,Final,15,3,17,37.67,254.03,0.39,30.94,0.78,Win,No,keeyto,Australia,1.13,1.09,4,2,2,Bomb Defusal,1,5,01/01/2023,2023,1,1,Sunday
236,236,Copenhagen Flames,Rifler,Nuke,Final,11,9,7,43.29,229.69,0.18,43.84,0.93,Win,No,nicoodoz,Denmark,1.14,1.07,1,4,2,Bomb Defusal,1,5,01/12/2023,2023,12,4,Friday
237,420,Tricked,Rifler,Dust2,Group Stage,19,9,10,46.26,220.19,0.14,58.73,0.99,Win,No,Bubzkji,Denmark,1.07,1.04,1,3,5,Bomb Defusal,1,1,03/10/2023,2023,10,4,Tuesday
238,249,ORDER,Entry Fragger,Mirage,Playoff,10,12,10,58.03,178.09,0.74,43.62,0.97,Win,No,Rickeh,Australia,1.14,1.07,6,1,1,Bomb Defusal,1,3,01/04/2024,2024,4,2,Monday
239,342,DNMK,IGL,Overpass,Qualifier,18,9,11,30.28,219.03,0.73,41.84,0.92,Loss,No,kanii,South Africa,1.07,1.05,3,5,4,Bomb Defusal,0,1,02/05/2022,2022,5,2,Monday
240,9,Station7,Rifler,Overpass,Semi-Final,23,8,14,42.12,226.73,0.81,52.96,1,Win,No,sterling,New Zealand,1.33,1.19,1,5,3,Bomb Defusal,0,3,10/06/2024,2024,6,2,Monday
241,415,Thunder Logic,Rifler,Nuke,Qualifier,14,7,11,39.2,226,0.09,42.7,0.93,Win,No,PureR,United States,1.03,1.04,5,4,4,Bomb Defusal,1,1,06/12/2023,2023,12,4,Wednesday
242,238,DBL PONEY,AWPer,Overpass,Qualifier,11,7,10,34.65,257.78,0.93,27.03,0.88,Win,No,Lucky,Denmark,1.13,1.07,1,5,4,Bomb Defusal,0,1,10/12/2022,2022,12,4,Saturday
243,489,Young Ninjas,Rifler,Dust2,Semi-Final,6,9,8,49.48,225.63,0.3,34.74,0.92,Win,No,phzy,Sweden,1.09,1.03,3,3,3,Bomb Defusal,1,3,30/06/2023,2023,6,2,Friday
244,259,Cloud9,Rifler,Overpass,Playoff,14,10,8,50.88,223.28,0.37,51.74,1,Win,No,shroud,Canada,1.12,1.07,5,5,1,Bomb Defusal,0,3,16/02/2024,2024,2,1,Friday
245,227,DETONA,Rifler,Dust2,Semi-Final,20,6,8,41.98,241.52,0.86,50.39,1,Win,No,NikoM,Argentina,1.11,1.07,6,3,3,Bomb Defusal,1,3,16/05/2022,2022,5,2,Monday
246,396,ALTERNATE aTTaX,Entry Fragger,Overpass,Semi-Final,10,10,17,49.41,256.09,0.81,29.6,0.87,Win,No,PANIX,Germany,1.07,1.05,5,5,3,Bomb Defusal,0,3,10/03/2022,2022,3,1,Thursday
247,36,Nexus,Rifler,Inferno,Group Stage,23,8,12,42.19,251.5,0.17,61.39,1,Win,Yes,XELLOW,Romania,1.18,1.14,2,2,5,Bomb Defusal,1,1,18/04/2023,2023,4,2,Tuesday
